# 'Elapsed time',' I',' II',' RESP',' SCG'
# 'hh:mm:ss.mmm','mV','mV','mV','mV'
'0:01.296',-0.08270561,-0.03570505,-0.49133087,-0.03045518
'0:01.296',-0.08237941,-0.03540047,-0.49133087,-0.03045518
'0:01.296',-0.08178633,-0.03509589,-0.49133087,-0.03045518
'0:01.297',-0.08116359,-0.03479131,-0.49133087,-0.03045518
'0:01.297',-0.08054085,-0.03479131,-0.49133087,-0.06091036
'0:01.297',-0.07994777,-0.03447289,-0.49133087,-0.06091036
'0:01.297',-0.07965122,-0.03416831,-0.49133087,-0.06091036
'0:01.297',-0.07902848,-0.03386373,-0.49133087,-0.06091036
'0:01.298',-0.07840575,-0.03355915,-0.49103783,-0.09136553
'0:01.298',-0.07781266,-0.03325457,-0.49103783,-0.09136553
'0:01.298',-0.07751612,-0.03294999,-0.49103783,-0.09136553
'0:01.298',-0.07689338,-0.03264541,-0.49103783,-0.09136553
'0:01.298',-0.07627064,-0.03234083,-0.49103783,-0.09136553
'0:01.299',-0.07597410,-0.03203625,-0.49103783,-0.09136553
'0:01.299',-0.07538102,-0.03203625,-0.49103783,-0.09136553
'0:01.299',-0.07475828,-0.03173167,-0.49103783,-0.09136553
'0:01.299',-0.07446174,-0.03142709,-0.49103783,-0.06091036
'0:01.299',-0.07383900,-0.03112251,-0.49072037,-0.06091036
'0:01.300',-0.07354246,-0.03081793,-0.49072037,-0.06091036
'0:01.300',-0.07291972,-0.03081793,-0.49072037,-0.06091036
'0:01.300',-0.07262317,-0.03051335,-0.49072037,-0.06091036
'0:01.300',-0.07232663,-0.03020877,-0.49072037,-0.03045518
'0:01.300',-0.07170389,-0.02990419,-0.49072037,-0.03045518
'0:01.301',-0.07140735,-0.02990419,-0.49072037,-0.03045518
'0:01.301',-0.07108116,-0.02959961,-0.49072037,-0.03045518
'0:01.301',-0.07078461,-0.02929503,-0.49072037,-0.03045518
'0:01.301',-0.07019153,-0.02929503,-0.49042733,-0.03045518
'0:01.301',-0.06986533,-0.02899045,-0.49042733,-0.03045518
'0:01.302',-0.06956879,-0.02868587,-0.49042733,-0.03045518
'0:01.302',-0.06927225,-0.02868587,-0.49042733,-0.03045518
'0:01.302',-0.06894605,-0.02838129,-0.49042733,-0.03045518
'0:01.302',-0.06835297,-0.02838129,-0.49042733,-0.03045518
'0:01.302',-0.06805643,-0.02807671,-0.49042733,-0.03045518
'0:01.303',-0.06773023,-0.02777213,-0.49042733,-0.03045518
'0:01.303',-0.06743369,-0.02777213,-0.49042733,-0.03045518
'0:01.303',-0.06713714,-0.02745371,-0.49010986,-0.03045518
'0:01.303',-0.06681095,-0.02714913,-0.49010986,-0.03045518
'0:01.303',-0.06621786,-0.02714913,-0.49010986,-0.03045518
'0:01.304',-0.06592132,-0.02684455,-0.49010986,-0.03045518
'0:01.304',-0.06559513,-0.02684455,-0.49010986,-0.03045518
'0:01.304',-0.06529858,-0.02653997,-0.49010986,-0.03045518
'0:01.304',-0.06500204,-0.02653997,-0.49010986,-0.06091036
'0:01.304',-0.06467584,-0.02653997,-0.49010986,-0.06091036
'0:01.305',-0.06408276,-0.02623539,-0.48981682,-0.06091036
'0:01.305',-0.06375656,-0.02623539,-0.48981682,-0.06091036
'0:01.305',-0.06346002,-0.02623539,-0.48981682,-0.06091036
'0:01.305',-0.06316348,-0.02623539,-0.48981682,-0.06091036
'0:01.305',-0.06286694,-0.02623539,-0.48981682,-0.06091036
'0:01.306',-0.06254074,-0.02623539,-0.48981682,-0.06091036
'0:01.306',-0.06194766,-0.02623539,-0.48981682,-0.06091036
'0:01.306',-0.06162146,-0.02623539,-0.48981682,-0.06091036
'0:01.306',-0.06132492,-0.02623539,-0.48981682,-0.06091036
'0:01.306',-0.06102838,-0.02623539,-0.48949936,-0.09136553
'0:01.307',-0.06073183,-0.02623539,-0.48949936,-0.09136553
'0:01.307',-0.06010910,-0.02653997,-0.48949936,-0.09136553
'0:01.307',-0.05981255,-0.02653997,-0.48949936,-0.09136553
'0:01.307',-0.05948636,-0.02653997,-0.48949936,-0.09136553
'0:01.307',-0.05918981,-0.02684455,-0.48949936,-0.09136553
'0:01.308',-0.05859673,-0.02684455,-0.48949936,-0.09136553
'0:01.308',-0.05827053,-0.02684455,-0.48949936,-0.09136553
'0:01.308',-0.05797399,-0.02714913,-0.48949936,-0.09136553
'0:01.308',-0.05735125,-0.02714913,-0.48920632,-0.09136553
'0:01.308',-0.05705471,-0.02745371,-0.48920632,-0.09136553
'0:01.309',-0.05643197,-0.02745371,-0.48920632,-0.09136553
'0:01.309',-0.05613543,-0.02745371,-0.48920632,-0.09136553
'0:01.309',-0.05583889,-0.02777213,-0.48920632,-0.09136553
'0:01.309',-0.05521615,-0.02777213,-0.48920632,-0.09136553
'0:01.309',-0.05491961,-0.02807671,-0.48920632,-0.09136553
'0:01.310',-0.05429687,-0.02807671,-0.48920632,-0.09136553
'0:01.310',-0.05400033,-0.02807671,-0.48888886,-0.12222678
'0:01.310',-0.05340724,-0.02838129,-0.48888886,-0.12222678
'0:01.310',-0.05308105,-0.02838129,-0.48888886,-0.12222678
'0:01.310',-0.05248796,-0.02868587,-0.48888886,-0.12222678
'0:01.311',-0.05216177,-0.02868587,-0.48888886,-0.12222678
'0:01.311',-0.05156868,-0.02868587,-0.48888886,-0.12222678
'0:01.311',-0.05127214,-0.02899045,-0.48888886,-0.12222678
'0:01.311',-0.05064940,-0.02899045,-0.48888886,-0.15268196
'0:01.311',-0.05035286,-0.02929503,-0.48888886,-0.15268196
'0:01.312',-0.05002666,-0.02929503,-0.48859582,-0.12222678
'0:01.312',-0.04943358,-0.02929503,-0.48859582,-0.12222678
'0:01.312',-0.04910738,-0.02959961,-0.48859582,-0.12222678
'0:01.312',-0.04881084,-0.02959961,-0.48859582,-0.12222678
'0:01.312',-0.04851430,-0.02990419,-0.48859582,-0.12222678
'0:01.313',-0.04789156,-0.02990419,-0.48859582,-0.09136553
'0:01.313',-0.04759502,-0.03020877,-0.48859582,-0.09136553
'0:01.313',-0.04729847,-0.03020877,-0.48859582,-0.09136553
'0:01.313',-0.04697228,-0.03051335,-0.48859582,-0.06091036
'0:01.313',-0.04667574,-0.03081793,-0.48827836,-0.06091036
'0:01.314',-0.04637919,-0.03081793,-0.48827836,-0.06091036
'0:01.314',-0.04608265,-0.03112251,-0.48827836,-0.03045518
'0:01.314',-0.04575645,-0.03112251,-0.48827836,-0.03045518
'0:01.314',-0.04545991,-0.03142709,-0.48827836,-0.03045518
'0:01.314',-0.04545991,-0.03173167,-0.48827836,-0.03045518
'0:01.315',-0.04516337,-0.03173167,-0.48827836,-0.06091036
'0:01.315',-0.04483717,-0.03203625,-0.48827836,-0.06091036
'0:01.315',-0.04454063,-0.03203625,-0.48827836,-0.06091036
'0:01.315',-0.04424409,-0.03234083,-0.48798532,-0.09136553
'0:01.315',-0.04424409,-0.03234083,-0.48798532,-0.09136553
'0:01.316',-0.04394755,-0.03264541,-0.48798532,-0.12222678
'0:01.316',-0.04362135,-0.03294999,-0.48798532,-0.12222678
'0:01.316',-0.04332481,-0.03294999,-0.48798532,-0.12222678
'0:01.316',-0.04332481,-0.03325457,-0.48798532,-0.15268196
'0:01.316',-0.04302827,-0.03325457,-0.48798532,-0.15268196
'0:01.317',-0.04270207,-0.03325457,-0.48798532,-0.18313714
'0:01.317',-0.04240553,-0.03355915,-0.48766786,-0.18313714
'0:01.317',-0.04240553,-0.03355915,-0.48766786,-0.18313714
'0:01.317',-0.04210899,-0.03386373,-0.48766786,-0.18313714
'0:01.317',-0.04181244,-0.03386373,-0.48766786,-0.18313714
'0:01.318',-0.04181244,-0.03386373,-0.48766786,-0.18313714
'0:01.318',-0.04148625,-0.03416831,-0.48766786,-0.18313714
'0:01.318',-0.04118971,-0.03416831,-0.48766786,-0.18313714
'0:01.318',-0.04118971,-0.03416831,-0.48766786,-0.15268196
'0:01.318',-0.04089316,-0.03416831,-0.48766786,-0.15268196
'0:01.319',-0.04089316,-0.03447289,-0.48766786,-0.15268196
'0:01.319',-0.04056697,-0.03447289,-0.48737482,-0.15268196
'0:01.319',-0.04056697,-0.03447289,-0.48737482,-0.15268196
'0:01.319',-0.04056697,-0.03447289,-0.48737482,-0.15268196
'0:01.319',-0.04027042,-0.03447289,-0.48737482,-0.15268196
'0:01.320',-0.04027042,-0.03447289,-0.48737482,-0.15268196
'0:01.320',-0.04027042,-0.03447289,-0.48737482,-0.18313714
'0:01.320',-0.03997388,-0.03447289,-0.48737482,-0.18313714
'0:01.320',-0.03997388,-0.03447289,-0.48737482,-0.21359232
'0:01.320',-0.03997388,-0.03447289,-0.48737482,-0.21359232
'0:01.321',-0.03997388,-0.03447289,-0.48705736,-0.24404749
'0:01.321',-0.03997388,-0.03447289,-0.48705736,-0.24404749
'0:01.321',-0.03997388,-0.03447289,-0.48705736,-0.24404749
'0:01.321',-0.03997388,-0.03447289,-0.48705736,-0.24404749
'0:01.321',-0.03997388,-0.03447289,-0.48705736,-0.24404749
'0:01.322',-0.03997388,-0.03416831,-0.48705736,-0.24404749
'0:01.322',-0.03997388,-0.03416831,-0.48705736,-0.24404749
'0:01.322',-0.03997388,-0.03416831,-0.48705736,-0.21359232
'0:01.322',-0.03997388,-0.03416831,-0.48705736,-0.21359232
'0:01.322',-0.03997388,-0.03416831,-0.48676432,-0.21359232
'0:01.323',-0.03997388,-0.03416831,-0.48676432,-0.18313714
'0:01.323',-0.03997388,-0.03386373,-0.48676432,-0.18313714
'0:01.323',-0.03997388,-0.03386373,-0.48676432,-0.18313714
'0:01.323',-0.03997388,-0.03386373,-0.48676432,-0.18313714
'0:01.323',-0.04027042,-0.03386373,-0.48676432,-0.18313714
'0:01.324',-0.04027042,-0.03355915,-0.48676432,-0.18313714
'0:01.324',-0.04027042,-0.03355915,-0.48676432,-0.18313714
'0:01.324',-0.04027042,-0.03355915,-0.48676432,-0.18313714
'0:01.324',-0.04056697,-0.03355915,-0.48676432,-0.18313714
'0:01.324',-0.04056697,-0.03325457,-0.48644686,-0.18313714
'0:01.325',-0.04056697,-0.03325457,-0.48644686,-0.18313714
'0:01.325',-0.04089316,-0.03325457,-0.48644686,-0.15268196
'0:01.325',-0.04089316,-0.03325457,-0.48644686,-0.15268196
'0:01.325',-0.04118971,-0.03325457,-0.48644686,-0.15268196
'0:01.325',-0.04148625,-0.03294999,-0.48644686,-0.15268196
'0:01.326',-0.04148625,-0.03294999,-0.48644686,-0.15268196
'0:01.326',-0.04181244,-0.03294999,-0.48644686,-0.15268196
'0:01.326',-0.04210899,-0.03294999,-0.48644686,-0.15268196
'0:01.326',-0.04210899,-0.03294999,-0.48644686,-0.18313714
'0:01.326',-0.04240553,-0.03294999,-0.48615382,-0.18313714
'0:01.327',-0.04270207,-0.03294999,-0.48615382,-0.18313714
'0:01.327',-0.04302827,-0.03264541,-0.48615382,-0.18313714
'0:01.327',-0.04302827,-0.03264541,-0.48615382,-0.18313714
'0:01.327',-0.04332481,-0.03264541,-0.48615382,-0.18313714
'0:01.327',-0.04362135,-0.03264541,-0.48615382,-0.18313714
'0:01.328',-0.04394755,-0.03264541,-0.48615382,-0.18313714
'0:01.328',-0.04394755,-0.03264541,-0.48615382,-0.18313714
'0:01.328',-0.04424409,-0.03264541,-0.48615382,-0.18313714
'0:01.328',-0.04454063,-0.03264541,-0.48615382,-0.21359232
'0:01.328',-0.04454063,-0.03264541,-0.48583636,-0.21359232
'0:01.329',-0.04483717,-0.03264541,-0.48583636,-0.21359232
'0:01.329',-0.04516337,-0.03264541,-0.48583636,-0.21359232
'0:01.329',-0.04545991,-0.03234083,-0.48583636,-0.21359232
'0:01.329',-0.04545991,-0.03234083,-0.48583636,-0.21359232
'0:01.329',-0.04575645,-0.03234083,-0.48583636,-0.21359232
'0:01.330',-0.04608265,-0.03234083,-0.48583636,-0.21359232
'0:01.330',-0.04608265,-0.03234083,-0.48583636,-0.18313714
'0:01.330',-0.04637919,-0.03234083,-0.48583636,-0.18313714
'0:01.330',-0.04667574,-0.03234083,-0.48583636,-0.15268196
'0:01.330',-0.04697228,-0.03234083,-0.48583636,-0.12222678
'0:01.331',-0.04697228,-0.03234083,-0.48554332,-0.12222678
'0:01.331',-0.04729847,-0.03203625,-0.48554332,-0.09136553
'0:01.331',-0.04759502,-0.03203625,-0.48554332,-0.09136553
'0:01.331',-0.04789156,-0.03203625,-0.48554332,-0.06091036
'0:01.331',-0.04789156,-0.03203625,-0.48554332,-0.03045518
'0:01.332',-0.04821775,-0.03203625,-0.48554332,-0.03045518
'0:01.332',-0.04851430,-0.03203625,-0.48554332,0.00000000
'0:01.332',-0.04881084,-0.03203625,-0.48554332,0.00000000
'0:01.332',-0.04881084,-0.03203625,-0.48554332,0.03045518
'0:01.332',-0.04910738,-0.03203625,-0.48554332,0.03045518
'0:01.333',-0.04943358,-0.03203625,-0.48554332,0.06091036
'0:01.333',-0.04973012,-0.03203625,-0.48522586,0.06091036
'0:01.333',-0.05002666,-0.03203625,-0.48522586,0.06091036
'0:01.333',-0.05002666,-0.03173167,-0.48522586,0.06091036
'0:01.333',-0.05035286,-0.03173167,-0.48522586,0.09136553
'0:01.334',-0.05064940,-0.03173167,-0.48522586,0.09136553
'0:01.334',-0.05094594,-0.03173167,-0.48522586,0.09136553
'0:01.334',-0.05127214,-0.03173167,-0.48522586,0.09136553
'0:01.334',-0.05156868,-0.03173167,-0.48522586,0.06091036
'0:01.334',-0.05156868,-0.03173167,-0.48522586,0.06091036
'0:01.335',-0.05186522,-0.03173167,-0.48522586,0.06091036
'0:01.335',-0.05216177,-0.03142709,-0.48522586,0.06091036
'0:01.335',-0.05248796,-0.03142709,-0.48522586,0.03045518
'0:01.335',-0.05278450,-0.03142709,-0.48493282,0.03045518
'0:01.335',-0.05308105,-0.03142709,-0.48493282,0.03045518
'0:01.336',-0.05340724,-0.03142709,-0.48493282,0.00000000
'0:01.336',-0.05370378,-0.03142709,-0.48493282,0.00000000
'0:01.336',-0.05400033,-0.03112251,-0.48493282,-0.03045518
'0:01.336',-0.05429687,-0.03112251,-0.48493282,-0.03045518
'0:01.336',-0.05462307,-0.03112251,-0.48493282,-0.03045518
'0:01.337',-0.05491961,-0.03112251,-0.48493282,-0.03045518
'0:01.337',-0.05521615,-0.03081793,-0.48493282,-0.06091036
'0:01.337',-0.05554235,-0.03081793,-0.48493282,-0.06091036
'0:01.337',-0.05583889,-0.03081793,-0.48493282,-0.06091036
'0:01.337',-0.05613543,-0.03051335,-0.48493282,-0.06091036
'0:01.338',-0.05643197,-0.03051335,-0.48493282,-0.06091036
'0:01.338',-0.05675817,-0.03051335,-0.48461536,-0.06091036
'0:01.338',-0.05735125,-0.03020877,-0.48461536,-0.06091036
'0:01.338',-0.05767745,-0.03020877,-0.48461536,-0.06091036
'0:01.338',-0.05797399,-0.03020877,-0.48461536,-0.06091036
'0:01.339',-0.05827053,-0.02990419,-0.48461536,-0.03045518
'0:01.339',-0.05859673,-0.02990419,-0.48461536,-0.03045518
'0:01.339',-0.05889327,-0.02959961,-0.48461536,-0.03045518
'0:01.339',-0.05948636,-0.02959961,-0.48461536,0.00000000
'0:01.339',-0.05981255,-0.02959961,-0.48461536,0.00000000
'0:01.340',-0.06010910,-0.02929503,-0.48461536,0.03045518
'0:01.340',-0.06040564,-0.02929503,-0.48461536,0.06091036
'0:01.340',-0.06102838,-0.02899045,-0.48461536,0.06091036
'0:01.340',-0.06132492,-0.02899045,-0.48461536,0.09136553
'0:01.340',-0.06162146,-0.02899045,-0.48461536,0.09136553
'0:01.341',-0.06194766,-0.02868587,-0.48432232,0.09136553
'0:01.341',-0.06224420,-0.02868587,-0.48432232,0.12222678
'0:01.341',-0.06254074,-0.02868587,-0.48432232,0.12222678
'0:01.341',-0.06286694,-0.02838129,-0.48432232,0.12222678
'0:01.341',-0.06316348,-0.02838129,-0.48432232,0.12222678
'0:01.342',-0.06346002,-0.02838129,-0.48432232,0.12222678
'0:01.342',-0.06375656,-0.02807671,-0.48432232,0.15268196
'0:01.342',-0.06408276,-0.02807671,-0.48432232,0.15268196
'0:01.342',-0.06437930,-0.02807671,-0.48432232,0.15268196
'0:01.342',-0.06437930,-0.02777213,-0.48432232,0.18313714
'0:01.343',-0.06467584,-0.02777213,-0.48432232,0.18313714
'0:01.343',-0.06500204,-0.02777213,-0.48432232,0.18313714
'0:01.343',-0.06500204,-0.02745371,-0.48432232,0.18313714
'0:01.343',-0.06500204,-0.02745371,-0.48432232,0.18313714
'0:01.343',-0.06500204,-0.02745371,-0.48432232,0.18313714
'0:01.344',-0.06529858,-0.02714913,-0.48432232,0.18313714
'0:01.344',-0.06529858,-0.02714913,-0.48400486,0.18313714
'0:01.344',-0.06529858,-0.02714913,-0.48400486,0.21359232
'0:01.344',-0.06500204,-0.02714913,-0.48400486,0.21359232
'0:01.344',-0.06500204,-0.02684455,-0.48400486,0.21359232
'0:01.345',-0.06500204,-0.02684455,-0.48400486,0.21359232
'0:01.345',-0.06500204,-0.02684455,-0.48400486,0.24404749
'0:01.345',-0.06467584,-0.02653997,-0.48400486,0.24404749
'0:01.345',-0.06467584,-0.02653997,-0.48400486,0.24404749
'0:01.345',-0.06437930,-0.02653997,-0.48400486,0.24404749
'0:01.346',-0.06408276,-0.02653997,-0.48400486,0.24404749
'0:01.346',-0.06408276,-0.02653997,-0.48400486,0.27450267
'0:01.346',-0.06375656,-0.02653997,-0.48400486,0.27450267
'0:01.346',-0.06346002,-0.02623539,-0.48400486,0.27450267
'0:01.346',-0.06316348,-0.02623539,-0.48400486,0.27450267
'0:01.347',-0.06286694,-0.02623539,-0.48400486,0.27450267
'0:01.347',-0.06254074,-0.02623539,-0.48400486,0.30536392
'0:01.347',-0.06224420,-0.02623539,-0.48400486,0.27450267
'0:01.347',-0.06194766,-0.02623539,-0.48400486,0.27450267
'0:01.347',-0.06162146,-0.02623539,-0.48371182,0.27450267
'0:01.348',-0.06132492,-0.02623539,-0.48371182,0.27450267
'0:01.348',-0.06102838,-0.02623539,-0.48371182,0.27450267
'0:01.348',-0.06040564,-0.02623539,-0.48371182,0.27450267
'0:01.348',-0.06010910,-0.02623539,-0.48371182,0.27450267
'0:01.348',-0.05981255,-0.02623539,-0.48371182,0.27450267
'0:01.349',-0.05948636,-0.02623539,-0.48371182,0.27450267
'0:01.349',-0.05889327,-0.02623539,-0.48371182,0.27450267
'0:01.349',-0.05859673,-0.02623539,-0.48371182,0.27450267
'0:01.349',-0.05827053,-0.02623539,-0.48371182,0.27450267
'0:01.349',-0.05767745,-0.02623539,-0.48371182,0.30536392
'0:01.350',-0.05735125,-0.02593081,-0.48371182,0.30536392
'0:01.350',-0.05705471,-0.02593081,-0.48371182,0.30536392
'0:01.350',-0.05643197,-0.02593081,-0.48371182,0.30536392
'0:01.350',-0.05613543,-0.02593081,-0.48371182,0.30536392
'0:01.350',-0.05554235,-0.02593081,-0.48371182,0.27450267
'0:01.351',-0.05521615,-0.02593081,-0.48371182,0.27450267
'0:01.351',-0.05462307,-0.02593081,-0.48371182,0.27450267
'0:01.351',-0.05429687,-0.02593081,-0.48371182,0.27450267
'0:01.351',-0.05400033,-0.02593081,-0.48371182,0.27450267
'0:01.351',-0.05340724,-0.02562623,-0.48371182,0.24404749
'0:01.352',-0.05308105,-0.02562623,-0.48371182,0.24404749
'0:01.352',-0.05248796,-0.02562623,-0.48339436,0.24404749
'0:01.352',-0.05216177,-0.02562623,-0.48339436,0.24404749
'0:01.352',-0.05156868,-0.02562623,-0.48339436,0.24404749
'0:01.352',-0.05127214,-0.02562623,-0.48339436,0.27450267
'0:01.353',-0.05064940,-0.02562623,-0.48339436,0.27450267
'0:01.353',-0.05035286,-0.02532165,-0.48339436,0.27450267
'0:01.353',-0.04973012,-0.02532165,-0.48339436,0.27450267
'0:01.353',-0.04910738,-0.02532165,-0.48339436,0.27450267
'0:01.353',-0.04881084,-0.02532165,-0.48339436,0.30536392
'0:01.354',-0.04821775,-0.02532165,-0.48339436,0.30536392
'0:01.354',-0.04789156,-0.02532165,-0.48339436,0.33581910
'0:01.354',-0.04729847,-0.02532165,-0.48339436,0.33581910
'0:01.354',-0.04667574,-0.02501707,-0.48339436,0.33581910
'0:01.354',-0.04637919,-0.02501707,-0.48339436,0.33581910
'0:01.355',-0.04575645,-0.02501707,-0.48339436,0.33581910
'0:01.355',-0.04516337,-0.02501707,-0.48339436,0.33581910
'0:01.355',-0.04483717,-0.02501707,-0.48339436,0.33581910
'0:01.355',-0.04424409,-0.02501707,-0.48339436,0.33581910
'0:01.355',-0.04394755,-0.02501707,-0.48339436,0.33581910
'0:01.356',-0.04332481,-0.02471249,-0.48339436,0.33581910
'0:01.356',-0.04270207,-0.02471249,-0.48339436,0.33581910
'0:01.356',-0.04240553,-0.02471249,-0.48339436,0.33581910
'0:01.356',-0.04181244,-0.02471249,-0.48339436,0.33581910
'0:01.356',-0.04148625,-0.02471249,-0.48339436,0.33581910
'0:01.357',-0.04118971,-0.02471249,-0.48339436,0.36627428
'0:01.357',-0.04056697,-0.02471249,-0.48339436,0.36627428
'0:01.357',-0.04027042,-0.02440791,-0.48339436,0.36627428
'0:01.357',-0.03997388,-0.02440791,-0.48310132,0.36627428
'0:01.357',-0.03964769,-0.02440791,-0.48310132,0.36627428
'0:01.358',-0.03935114,-0.02440791,-0.48310132,0.33581910
'0:01.358',-0.03905460,-0.02440791,-0.48310132,0.33581910
'0:01.358',-0.03875806,-0.02440791,-0.48310132,0.33581910
'0:01.358',-0.03875806,-0.02440791,-0.48310132,0.33581910
'0:01.358',-0.03843186,-0.02440791,-0.48310132,0.33581910
'0:01.359',-0.03843186,-0.02440791,-0.48310132,0.33581910
'0:01.359',-0.03843186,-0.02440791,-0.48310132,0.33581910
'0:01.359',-0.03813532,-0.02440791,-0.48310132,0.33581910
'0:01.359',-0.03813532,-0.02440791,-0.48310132,0.36627428
'0:01.359',-0.03813532,-0.02440791,-0.48310132,0.36627428
'0:01.360',-0.03813532,-0.02440791,-0.48310132,0.36627428
'0:01.360',-0.03843186,-0.02440791,-0.48310132,0.33581910
'0:01.360',-0.03843186,-0.02440791,-0.48310132,0.33581910
'0:01.360',-0.03843186,-0.02471249,-0.48310132,0.33581910
'0:01.360',-0.03875806,-0.02471249,-0.48310132,0.33581910
'0:01.361',-0.03875806,-0.02471249,-0.48310132,0.30536392
'0:01.361',-0.03905460,-0.02471249,-0.48310132,0.30536392
'0:01.361',-0.03935114,-0.02471249,-0.48310132,0.30536392
'0:01.361',-0.03964769,-0.02471249,-0.48310132,0.30536392
'0:01.361',-0.03964769,-0.02471249,-0.48310132,0.30536392
'0:01.362',-0.03997388,-0.02501707,-0.48310132,0.30536392
'0:01.362',-0.04027042,-0.02501707,-0.48310132,0.30536392
'0:01.362',-0.04056697,-0.02501707,-0.48310132,0.30536392
'0:01.362',-0.04089316,-0.02501707,-0.48310132,0.27450267
'0:01.362',-0.04118971,-0.02501707,-0.48310132,0.27450267
'0:01.363',-0.04148625,-0.02532165,-0.48310132,0.27450267
'0:01.363',-0.04181244,-0.02532165,-0.48310132,0.27450267
'0:01.363',-0.04210899,-0.02532165,-0.48310132,0.27450267
'0:01.363',-0.04240553,-0.02532165,-0.48310132,0.27450267
'0:01.363',-0.04270207,-0.02562623,-0.48310132,0.27450267
'0:01.364',-0.04302827,-0.02562623,-0.48310132,0.27450267
'0:01.364',-0.04332481,-0.02562623,-0.48310132,0.30536392
'0:01.364',-0.04362135,-0.02562623,-0.48310132,0.30536392
'0:01.364',-0.04394755,-0.02593081,-0.48310132,0.30536392
'0:01.364',-0.04424409,-0.02593081,-0.48310132,0.30536392
'0:01.365',-0.04424409,-0.02593081,-0.48310132,0.33581910
'0:01.365',-0.04454063,-0.02623539,-0.48310132,0.33581910
'0:01.365',-0.04483717,-0.02623539,-0.48310132,0.33581910
'0:01.365',-0.04516337,-0.02653997,-0.48310132,0.33581910
'0:01.365',-0.04545991,-0.02653997,-0.48310132,0.30536392
'0:01.366',-0.04575645,-0.02684455,-0.48310132,0.30536392
'0:01.366',-0.04608265,-0.02684455,-0.48310132,0.27450267
'0:01.366',-0.04637919,-0.02714913,-0.48310132,0.24404749
'0:01.366',-0.04667574,-0.02714913,-0.48310132,0.24404749
'0:01.366',-0.04697228,-0.02745371,-0.48278386,0.21359232
'0:01.367',-0.04759502,-0.02745371,-0.48278386,0.21359232
'0:01.367',-0.04789156,-0.02777213,-0.48278386,0.21359232
'0:01.367',-0.04821775,-0.02777213,-0.48278386,0.18313714
'0:01.367',-0.04851430,-0.02807671,-0.48278386,0.18313714
'0:01.367',-0.04910738,-0.02838129,-0.48278386,0.18313714
'0:01.368',-0.04943358,-0.02838129,-0.48278386,0.18313714
'0:01.368',-0.05002666,-0.02868587,-0.48278386,0.18313714
'0:01.368',-0.05035286,-0.02868587,-0.48278386,0.18313714
'0:01.368',-0.05094594,-0.02899045,-0.48278386,0.18313714
'0:01.368',-0.05127214,-0.02929503,-0.48278386,0.18313714
'0:01.369',-0.05186522,-0.02929503,-0.48278386,0.18313714
'0:01.369',-0.05216177,-0.02959961,-0.48278386,0.18313714
'0:01.369',-0.05278450,-0.02959961,-0.48278386,0.18313714
'0:01.369',-0.05340724,-0.02990419,-0.48278386,0.18313714
'0:01.369',-0.05400033,-0.03020877,-0.48278386,0.18313714
'0:01.370',-0.05429687,-0.03020877,-0.48278386,0.21359232
'0:01.370',-0.05491961,-0.03051335,-0.48278386,0.21359232
'0:01.370',-0.05554235,-0.03051335,-0.48278386,0.21359232
'0:01.370',-0.05583889,-0.03081793,-0.48278386,0.21359232
'0:01.370',-0.05643197,-0.03081793,-0.48278386,0.21359232
'0:01.371',-0.05705471,-0.03112251,-0.48278386,0.21359232
'0:01.371',-0.05735125,-0.03112251,-0.48278386,0.24404749
'0:01.371',-0.05797399,-0.03142709,-0.48278386,0.24404749
'0:01.371',-0.05827053,-0.03142709,-0.48278386,0.24404749
'0:01.371',-0.05889327,-0.03173167,-0.48278386,0.24404749
'0:01.372',-0.05918981,-0.03173167,-0.48278386,0.24404749
'0:01.372',-0.05981255,-0.03203625,-0.48278386,0.24404749
'0:01.372',-0.06010910,-0.03203625,-0.48278386,0.24404749
'0:01.372',-0.06040564,-0.03203625,-0.48278386,0.24404749
'0:01.372',-0.06102838,-0.03234083,-0.48278386,0.24404749
'0:01.373',-0.06132492,-0.03234083,-0.48278386,0.21359232
'0:01.373',-0.06162146,-0.03264541,-0.48278386,0.21359232
'0:01.373',-0.06224420,-0.03264541,-0.48278386,0.21359232
'0:01.373',-0.06254074,-0.03264541,-0.48278386,0.18313714
'0:01.373',-0.06286694,-0.03264541,-0.48278386,0.18313714
'0:01.374',-0.06316348,-0.03294999,-0.48278386,0.18313714
'0:01.374',-0.06375656,-0.03294999,-0.48278386,0.15268196
'0:01.374',-0.06408276,-0.03294999,-0.48278386,0.15268196
'0:01.374',-0.06437930,-0.03294999,-0.48278386,0.15268196
'0:01.374',-0.06467584,-0.03294999,-0.48278386,0.12222678
'0:01.375',-0.06500204,-0.03325457,-0.48278386,0.12222678
'0:01.375',-0.06559513,-0.03325457,-0.48278386,0.12222678
'0:01.375',-0.06592132,-0.03325457,-0.48278386,0.12222678
'0:01.375',-0.06621786,-0.03325457,-0.48278386,0.12222678
'0:01.375',-0.06651441,-0.03325457,-0.48278386,0.12222678
'0:01.376',-0.06681095,-0.03294999,-0.48278386,0.12222678
'0:01.376',-0.06713714,-0.03294999,-0.48278386,0.12222678
'0:01.376',-0.06743369,-0.03294999,-0.48278386,0.09136553
'0:01.376',-0.06773023,-0.03294999,-0.48278386,0.09136553
'0:01.376',-0.06805643,-0.03294999,-0.48278386,0.06091036
'0:01.377',-0.06835297,-0.03294999,-0.48278386,0.06091036
