# Captured 2020-06-21 03:47:24.254526 by unknown user
# Built at revision 8ca98ec (dirty)
time(sec)  pc_setpoint  pressure
23.170  10.000  9.821
23.180  10.000  10.086
23.190  10.000  10.436
23.200  10.000  10.248
23.210  10.000  9.733
23.220  10.000  9.769
23.230  10.000  10.141
23.240  10.000  10.155
23.250  10.000  10.039
23.260  10.000  9.905
23.270  10.000  9.688
23.280  10.000  10.051
23.290  10.000  9.999
23.300  10.000  10.011
23.310  10.000  9.889
23.320  10.000  10.170
23.330  10.000  10.200
23.340  10.000  9.590
23.350  10.000  10.004
23.360  10.000  10.055
23.370  10.000  10.290
23.380  10.000  9.898
23.390  10.000  9.599
23.400  10.000  9.859
23.410  10.000  10.273
23.420  10.000  10.311
23.430  10.000  9.930
23.440  10.000  9.645
23.450  10.000  10.058
23.460  10.000  10.106
23.470  10.000  10.304
23.480  10.000  9.861
23.490  10.000  9.779
23.500  10.000  9.702
23.510  10.000  10.065
23.520  10.000  10.337
23.530  10.000  10.108
23.540  10.000  9.629
23.550  10.000  9.675
23.560  10.000  10.185
23.570  10.000  10.321
23.580  10.000  10.198
23.590  10.000  9.890
23.600  10.000  9.782
23.610  10.000  10.063
23.620  10.000  10.429
23.630  10.000  10.172
23.640  10.000  9.813
23.650  10.000  9.824
23.660  10.000  9.917
23.670  10.000  10.120
23.680  10.000  10.237
23.690  10.000  9.869
23.700  10.000  9.958
23.710  10.000  9.840
23.720  10.000  10.056
23.730  10.000  10.262
23.740  10.000  9.835
23.750  10.000  9.693
23.760  10.000  10.016
23.770  10.000  10.346
23.780  10.000  10.016
23.790  10.000  9.839
23.800  10.000  9.773
23.810  10.000  9.915
23.820  10.000  10.222
23.830  10.000  10.028
23.840  10.000  9.962
23.850  10.000  10.085
23.860  10.000  10.065
23.870  10.000  9.819
23.880  10.000  10.088
23.890  10.000  9.985
23.900  10.000  9.917
23.910  10.000  9.731
23.920  10.000  10.116
23.930  10.000  10.207
23.940  10.000  10.160
23.950  10.000  9.829
23.960  10.000  9.826
23.970  10.000  10.261
23.980  10.000  9.983
23.990  10.000  9.834
24.000  10.000  9.942
24.010  10.000  10.095
24.020  10.000  9.919
24.030  10.000  10.122
24.040  10.000  9.887
24.050  10.000  9.840
24.060  10.000  10.097
24.070  10.000  10.176
24.080  10.000  10.132
24.090  10.000  9.716
24.100  10.000  10.043
24.110  10.000  10.061
24.120  10.000  10.044
24.130  10.000  10.083
24.140  10.000  9.826
24.150  10.000  9.788
24.160  10.000  10.052
24.170  10.000  10.307
24.180  10.000  10.289
24.190  10.000  9.817
24.200  10.000  9.662
24.210  10.000  10.130
24.220  10.000  10.281
24.230  10.000  10.143
24.240  10.000  9.618
24.250  10.000  9.744
24.260  10.000  10.244
24.270  10.000  10.394
24.280  10.000  10.008
24.290  10.000  9.522
24.300  10.000  9.936
24.310  10.000  10.222
24.320  10.000  10.250
24.330  10.000  10.067
24.340  10.000  9.568
24.350  10.000  9.918
24.360  10.000  9.992
24.370  10.000  10.193
24.380  10.000  10.053
24.390  10.000  9.751
24.400  10.000  9.731
24.410  10.000  10.042
24.420  10.000  10.391
24.430  10.000  10.114
24.440  10.000  9.858
24.450  10.000  9.635
24.460  10.000  10.127
24.470  10.000  10.182
24.480  10.000  10.259
24.490  10.000  9.538
24.500  10.000  9.968
24.510  10.000  10.112
24.520  10.000  10.336
24.530  10.000  10.078
24.540  10.000  9.864
24.550  10.000  9.827
24.560  10.000  10.188
24.570  10.000  10.323
24.580  10.000  10.030
24.590  10.000  9.678
24.600  10.000  9.978
24.610  10.000  10.102
24.620  10.000  10.087
24.630  10.000  9.874
24.640  10.000  9.797
24.650  10.000  9.921
24.660  10.000  9.899
24.670  10.000  10.064
24.680  10.000  10.123
24.690  10.000  9.993
24.700  10.000  9.816
24.710  10.000  10.041
24.720  10.000  9.968
24.730  10.000  10.060
24.740  10.000  10.110
24.750  10.000  9.859
24.760  10.000  10.156
24.770  10.000  9.799
24.780  10.000  9.994
24.790  10.000  10.153
24.800  10.000  10.132
24.810  10.000  9.962
24.820  10.000  9.871
24.830  10.000  10.062
24.840  10.000  9.849
24.850  10.000  10.060
24.860  10.000  10.126
24.870  10.000  10.061
24.880  10.000  9.725
24.890  10.000  9.980
24.900  10.000  10.233
24.910  10.000  10.223
24.920  10.000  9.982
24.930  10.000  9.835
24.940  10.000  9.848
24.950  10.000  10.231
24.960  10.000  10.234
24.970  10.000  9.931
24.980  10.000  9.818
24.990  10.000  9.849
25.000  10.000  10.186
25.010  10.000  10.173
25.020  10.000  10.107
25.030  10.000  9.725
25.040  10.000  9.916
25.050  10.000  10.069
25.060  10.000  10.132
25.070  10.000  9.959
25.080  10.000  9.952
25.090  10.000  9.887
25.100  10.000  9.928
25.110  10.000  10.160
25.120  10.000  10.040
25.130  10.000  9.896
25.140  10.000  9.706
25.150  10.000  9.982
25.160  10.000  10.060
25.170  10.000  10.101
25.180  10.000  9.782
25.190  12.500  9.974
25.200  15.000  10.432
25.210  17.500  11.446
25.220  20.000  14.124
25.230  22.500  16.131
25.240  25.000  18.402
25.250  27.500  20.004
25.260  30.000  22.430
25.270  32.500  24.664
25.280  35.000  24.937
25.290  35.000  25.204
25.300  35.000  25.640
25.310  35.000  26.300
25.320  35.000  26.227
25.330  35.000  26.077
25.340  35.000  27.226
25.350  35.000  26.831
25.360  35.000  27.123
25.370  35.000  27.319
25.380  35.000  27.841
25.390  35.000  27.653
25.400  35.000  27.913
25.410  35.000  28.112
25.420  35.000  28.020
25.430  35.000  28.438
25.440  35.000  29.266
25.450  35.000  29.349
25.460  35.000  28.903
25.470  35.000  29.266
25.480  35.000  29.320
25.490  35.000  29.969
25.500  35.000  30.002
25.510  35.000  29.699
25.520  35.000  30.415
25.530  35.000  30.782
25.540  35.000  30.882
25.550  35.000  30.482
25.560  35.000  31.179
25.570  35.000  31.333
25.580  35.000  31.512
25.590  35.000  31.276
25.600  35.000  31.892
25.610  35.000  30.831
25.620  35.000  32.469
25.630  35.000  32.302
25.640  35.000  32.728
25.650  35.000  32.778
25.660  35.000  33.135
25.670  35.000  33.279
25.680  35.000  33.346
25.690  35.000  33.368
25.700  35.000  33.955
25.710  35.000  33.627
25.720  35.000  33.817
25.730  35.000  34.423
25.740  35.000  34.083
25.750  35.000  34.455
25.760  35.000  35.282
25.770  35.000  35.365
25.780  35.000  35.310
25.790  35.000  35.153
25.800  35.000  35.638
25.810  35.000  34.834
25.820  35.000  35.707
25.830  35.000  35.313
25.840  35.000  35.309
25.850  35.000  35.354
25.860  35.000  35.377
25.870  35.000  35.177
25.880  35.000  34.900
25.890  35.000  35.773
25.900  35.000  35.440
25.910  35.000  35.365
25.920  35.000  35.558
25.930  35.000  35.124
25.940  35.000  35.326
25.950  35.000  35.438
25.960  35.000  36.053
25.970  35.000  35.889
25.980  35.000  36.128
25.990  35.000  35.810
26.000  35.000  36.176
26.010  35.000  35.453
26.020  35.000  34.946
26.030  35.000  34.896
26.040  35.000  34.154
26.050  35.000  35.179
26.060  35.000  35.807
26.070  35.000  34.933
26.080  35.000  35.189
26.090  35.000  34.961
26.100  35.000  34.948
26.110  35.000  35.502
26.120  35.000  35.022
26.130  35.000  35.331
26.140  35.000  35.155
26.150  35.000  34.828
26.160  35.000  35.188
26.170  35.000  35.038
26.180  35.000  35.082
26.190  35.000  34.951
26.200  35.000  35.879
26.210  35.000  34.355
26.220  35.000  35.016
26.230  35.000  34.991
26.240  35.000  35.165
26.250  35.000  35.178
26.260  35.000  34.630
26.270  35.000  34.538
26.280  35.000  35.249
26.290  35.000  35.588
26.300  35.000  35.081
26.310  35.000  34.349
26.320  35.000  34.601
26.330  35.000  35.761
26.340  35.000  35.218
26.350  35.000  34.574
26.360  35.000  34.655
26.370  35.000  34.971
26.380  35.000  35.431
26.390  10.000  34.954
26.400  10.000  33.838
26.410  10.000  31.060
26.420  10.000  26.541
26.430  10.000  23.012
26.440  10.000  21.392
26.450  10.000  20.871
26.460  10.000  20.175
26.470  10.000  19.987
26.480  10.000  19.389
26.490  10.000  19.238
26.500  10.000  18.895
26.510  10.000  18.673
26.520  10.000  18.304
26.530  10.000  18.135
26.540  10.000  17.798
26.550  10.000  17.442
26.560  10.000  17.350
26.570  10.000  17.045
26.580  10.000  16.717
26.590  10.000  16.529
26.600  10.000  16.391
26.610  10.000  16.080
26.620  10.000  15.823
26.630  10.000  15.629
26.640  10.000  15.398
26.650  10.000  15.006
26.660  10.000  14.786
26.670  10.000  14.444
26.680  10.000  14.337
26.690  10.000  14.140
26.700  10.000  13.881
26.710  10.000  13.641
26.720  10.000  13.516
26.730  10.000  13.227
26.740  10.000  13.053
26.750  10.000  12.875
26.760  10.000  12.623
26.770  10.000  12.362
26.780  10.000  12.285
26.790  10.000  12.067
26.800  10.000  11.865
26.810  10.000  11.604
26.820  10.000  11.525
26.830  10.000  11.228
26.840  10.000  11.139
26.850  10.000  10.898
26.860  10.000  10.754
26.870  10.000  10.642
26.880  10.000  10.379
26.890  10.000  10.257
26.900  10.000  10.007
26.910  10.000  9.875
26.920  10.000  9.663
26.930  10.000  9.525
26.940  10.000  9.499
26.950  10.000  9.418
26.960  10.000  9.255
26.970  10.000  9.134
26.980  10.000  9.227
26.990  10.000  9.142
27.000  10.000  9.154
27.010  10.000  9.072
27.020  10.000  9.142
27.030  10.000  9.086
27.040  10.000  9.147
27.050  10.000  9.086
27.060  10.000  9.072
27.070  10.000  8.920
27.080  10.000  8.795
27.090  10.000  8.964
27.100  10.000  9.212
27.110  10.000  9.531
27.120  10.000  9.941
27.130  10.000  9.932
27.140  10.000  9.722
27.150  10.000  9.787
27.160  10.000  9.550
27.170  10.000  9.664
27.180  10.000  9.526
27.190  10.000  9.416
27.200  10.000  9.268
27.210  10.000  9.138
27.220  10.000  9.505
27.230  10.000  9.870
27.240  10.000  10.112
27.250  10.000  9.891
27.260  10.000  9.784
27.270  10.000  9.836
27.280  10.000  9.816
27.290  10.000  9.943
27.300  10.000  9.822
27.310  10.000  9.787
27.320  10.000  9.800
27.330  10.000  9.841
27.340  10.000  9.856
27.350  10.000  9.781
27.360  10.000  9.557
27.370  10.000  9.759
27.380  10.000  9.718
27.390  10.000  9.685
27.400  10.000  9.760
27.410  10.000  9.926
27.420  10.000  9.721
27.430  10.000  9.688
27.440  10.000  10.005
27.450  10.000  9.818
27.460  10.000  9.898
27.470  10.000  9.715
27.480  10.000  9.596
27.490  10.000  10.132
27.500  10.000  10.105
27.510  10.000  9.989
27.520  10.000  9.563
27.530  10.000  9.739
27.540  10.000  10.178
27.550  10.000  10.161
27.560  10.000  10.301
27.570  10.000  9.887
27.580  10.000  9.868
27.590  10.000  10.224
27.600  10.000  10.110
27.610  10.000  10.217
27.620  10.000  9.897
27.630  10.000  9.990
27.640  10.000  10.004
27.650  10.000  10.224
27.660  10.000  10.314
27.670  10.000  10.010
27.680  10.000  9.735
27.690  10.000  10.027
27.700  10.000  10.212
27.710  10.000  10.226
27.720  10.000  9.996
27.730  10.000  9.724
27.740  10.000  9.749
27.750  10.000  10.474
27.760  10.000  10.205
27.770  10.000  9.838
27.780  10.000  9.539
27.790  10.000  10.121
27.800  10.000  10.265
27.810  10.000  10.166
27.820  10.000  9.815
27.830  10.000  9.739
27.840  10.000  9.833
27.850  10.000  10.333
27.860  10.000  9.856
27.870  10.000  9.955
27.880  10.000  9.787
27.890  10.000  10.059
27.900  10.000  10.097
27.910  10.000  10.059
27.920  10.000  9.833
27.930  10.000  9.692
27.940  10.000  9.961
27.950  10.000  10.156
27.960  10.000  10.122
27.970  10.000  9.766
27.980  10.000  9.919
27.990  10.000  10.169
28.000  10.000  10.179
28.010  10.000  9.894
28.020  10.000  10.102
28.030  10.000  10.010
28.040  10.000  9.977
28.050  10.000  9.907
28.060  10.000  10.003
28.070  10.000  10.200
28.080  10.000  9.920
28.090  10.000  9.979
28.100  10.000  10.117
28.110  10.000  10.088
28.120  10.000  9.968
28.130  10.000  10.067
28.140  10.000  9.957
28.150  10.000  9.836
28.160  10.000  9.884
28.170  10.000  10.162
28.180  10.000  10.065
28.190  10.000  9.937
28.200  10.000  10.018
28.210  10.000  9.877
28.220  10.000  10.045
28.230  10.000  10.066
28.240  10.000  9.998
28.250  10.000  10.063
28.260  10.000  10.108
28.270  10.000  9.980
28.280  10.000  9.706
28.290  10.000  10.029
28.300  10.000  9.995
28.310  10.000  10.083
28.320  10.000  9.854
28.330  10.000  10.019
28.340  10.000  10.063
28.350  10.000  10.156
28.360  10.000  9.871
28.370  10.000  9.993
28.380  10.000  9.927
28.390  10.000  10.134
28.400  10.000  9.986
28.410  10.000  9.973
28.420  10.000  10.021
28.430  10.000  10.005
28.440  10.000  10.075
28.450  10.000  9.957
28.460  10.000  9.965
28.470  10.000  9.954
28.480  10.000  10.116
28.490  10.000  10.052
28.500  10.000  9.919
28.510  10.000  9.978
28.520  10.000  9.874
28.530  10.000  10.096
28.540  10.000  10.033
28.550  10.000  10.005
28.560  10.000  10.093
28.570  10.000  9.917
28.580  10.000  9.965
28.590  10.000  9.948
28.600  10.000  9.888
28.610  10.000  10.070
28.620  10.000  9.905
28.630  10.000  9.981
28.640  10.000  9.862
28.650  10.000  10.124
28.660  10.000  10.235
28.670  10.000  9.972
28.680  10.000  9.820
28.690  10.000  10.025
28.700  10.000  10.184
28.710  10.000  9.837
28.720  10.000  9.920
28.730  10.000  9.927
28.740  10.000  10.227
28.750  10.000  10.118
28.760  10.000  10.115
28.770  10.000  9.772
28.780  10.000  9.749
28.790  10.000  10.159
28.800  10.000  10.254
28.810  10.000  9.971
28.820  10.000  9.734
28.830  10.000  9.830
28.840  10.000  10.406
28.850  10.000  10.178
28.860  10.000  10.084
28.870  10.000  9.540
28.880  10.000  10.016
28.890  10.000  10.277
28.900  10.000  10.426
28.910  10.000  9.904
28.920  10.000  9.623
28.930  10.000  9.816
28.940  10.000  10.250
28.950  10.000  10.155
28.960  10.000  9.734
28.970  10.000  9.716
28.980  10.000  10.091
28.990  10.000  10.166
29.000  10.000  10.182
29.010  10.000  9.750
29.020  10.000  9.715
29.030  10.000  10.049
29.040  10.000  10.146
29.050  10.000  10.071
29.060  10.000  9.938
29.070  10.000  9.979
29.080  10.000  9.856
29.090  10.000  9.984
29.100  10.000  10.151
29.110  10.000  10.005
29.120  10.000  9.686
29.130  10.000  10.205
29.140  10.000  10.191
29.150  10.000  10.110
29.160  10.000  9.807
29.170  10.000  10.136
29.180  10.000  10.010
29.190  10.000  10.009
29.200  10.000  9.979
29.210  10.000  9.919
29.220  10.000  10.036
29.230  10.000  9.906
29.240  10.000  10.044
29.250  10.000  10.163
29.260  10.000  10.121
29.270  10.000  9.877
29.280  10.000  9.959
29.290  10.000  9.935
29.300  10.000  10.071
29.310  10.000  10.153
29.320  10.000  10.113
29.330  10.000  9.902
29.340  10.000  9.998
29.350  10.000  9.883
29.360  10.000  10.017
29.370  10.000  10.054
29.380  10.000  9.956
29.390  10.000  9.989
29.400  10.000  10.011
29.410  10.000  9.940
29.420  10.000  10.018
29.430  10.000  9.998
29.440  10.000  9.807
29.450  10.000  9.811
29.460  10.000  9.960
29.470  10.000  10.252
29.480  10.000  10.105
29.490  10.000  9.777
29.500  10.000  9.780
29.510  10.000  10.019
29.520  10.000  10.249
29.530  10.000  9.993
29.540  10.000  9.974
29.550  10.000  9.891
29.560  10.000  10.141
29.570  10.000  10.231
29.580  10.000  10.129
29.590  10.000  9.776
29.600  10.000  9.947
29.610  10.000  10.135
29.620  10.000  9.945
29.630  10.000  9.947
29.640  10.000  9.967
29.650  10.000  10.135
29.660  10.000  10.058
29.670  10.000  10.150
29.680  10.000  10.008
29.690  10.000  9.999
29.700  10.000  9.779
29.710  10.000  10.146
29.720  10.000  9.916
29.730  10.000  9.989
29.740  10.000  10.071
29.750  10.000  10.113
29.760  10.000  9.855
29.770  10.000  9.906
29.780  10.000  9.863
29.790  10.000  10.182
29.800  10.000  10.144
29.810  10.000  9.924
29.820  10.000  9.759
29.830  10.000  9.733
29.840  10.000  10.334
29.850  10.000  10.307
29.860  10.000  9.640
29.870  10.000  9.588
29.880  10.000  9.947
29.890  10.000  10.398
29.900  10.000  10.243
29.910  10.000  9.628
29.920  10.000  9.582
29.930  10.000  10.196
29.940  10.000  10.585
29.950  10.000  10.147
29.960  10.000  9.794
29.970  10.000  9.794
29.980  10.000  10.165
29.990  10.000  10.417
30.000  10.000  10.156
30.010  10.000  9.785
30.020  10.000  9.592
30.030  10.000  10.007
30.040  10.000  10.433
30.050  10.000  10.169
30.060  10.000  9.752
30.070  10.000  9.497
30.080  10.000  9.975
30.090  10.000  10.276
30.100  10.000  10.091
30.110  10.000  9.953
30.120  10.000  9.746
30.130  10.000  9.748
30.140  10.000  10.248
30.150  10.000  10.162
30.160  10.000  9.917
30.170  10.000  9.957
30.180  10.000  9.934
30.190  10.000  9.895
30.200  10.000  10.240
30.210  10.000  9.950
30.220  10.000  9.868
30.230  10.000  9.830
30.240  10.000  10.058
30.250  10.000  10.300
30.260  10.000  10.135
30.270  10.000  9.956
30.280  10.000  9.905
30.290  10.000  10.217
30.300  10.000  10.116
30.310  10.000  10.066
30.320  10.000  9.836
30.330  10.000  9.946
30.340  10.000  10.132
30.350  10.000  10.070
30.360  10.000  9.805
30.370  10.000  9.984
30.380  10.000  9.962
30.390  10.000  10.091
30.400  10.000  10.120
30.410  10.000  9.823
30.420  10.000  10.050
30.430  10.000  10.009
30.440  10.000  10.063
30.450  10.000  9.913
30.460  10.000  9.749
30.470  10.000  9.887
30.480  10.000  10.123
30.490  10.000  10.067
30.500  10.000  9.812
30.510  10.000  9.547
30.520  10.000  10.178
30.530  10.000  10.199
30.540  10.000  10.186
30.550  10.000  9.742
30.560  10.000  9.672
30.570  10.000  10.054
30.580  10.000  10.300
30.590  10.000  10.322
30.600  10.000  9.871
30.610  10.000  9.593
30.620  10.000  9.777
30.630  10.000  10.415
30.640  10.000  10.525
30.650  10.000  10.208
30.660  10.000  9.698
30.670  10.000  9.628
30.680  10.000  10.188
30.690  10.000  10.388
30.700  10.000  10.270
30.710  10.000  9.555
30.720  10.000  9.512
30.730  10.000  10.151
30.740  10.000  10.585
30.750  10.000  10.195
30.760  10.000  9.572
30.770  10.000  9.664
30.780  10.000  10.005
30.790  10.000  10.499
30.800  10.000  10.294
30.810  10.000  9.762
30.820  10.000  9.476
30.830  10.000  9.914
30.840  10.000  10.381
30.850  10.000  10.201
30.860  10.000  9.731
30.870  10.000  9.516
30.880  10.000  10.086
30.890  10.000  10.342
30.900  10.000  10.262
30.910  10.000  9.701
30.920  10.000  9.536
30.930  10.000  10.188
30.940  10.000  10.355
30.950  10.000  10.150
30.960  10.000  9.718
30.970  10.000  9.606
30.980  10.000  10.002
30.990  10.000  10.368
31.000  10.000  10.304
31.010  10.000  9.711
31.020  10.000  9.618
31.030  10.000  9.975
31.040  10.000  10.509
31.050  10.000  10.397
31.060  10.000  9.613
31.070  10.000  9.690
31.080  10.000  9.971
31.090  10.000  10.475
31.100  10.000  10.145
31.110  10.000  9.907
31.120  10.000  9.650
31.130  10.000  9.951
31.140  10.000  10.466
31.150  10.000  10.292
31.160  10.000  9.710
31.170  10.000  9.678
31.180  10.000  10.033
31.190  10.000  10.358
31.200  12.500  10.222
31.210  15.000  10.115
31.220  17.500  11.428
31.230  20.000  14.340
31.240  22.500  15.950
31.250  25.000  17.406
31.260  27.500  19.746
31.270  30.000  22.191
31.280  32.500  24.657
31.290  35.000  24.810
31.300  35.000  25.711
31.310  35.000  25.436
31.320  35.000  26.129
31.330  35.000  26.655
31.340  35.000  26.978
31.350  35.000  26.879
31.360  35.000  26.612
31.370  35.000  27.007
31.380  35.000  27.603
31.390  35.000  27.677
31.400  35.000  27.317
31.410  35.000  28.108
31.420  35.000  28.751
31.430  35.000  27.869
31.440  35.000  29.017
31.450  35.000  28.520
31.460  35.000  29.477
31.470  35.000  29.417
31.480  35.000  28.995
31.490  35.000  29.720
31.500  35.000  29.598
31.510  35.000  29.399
31.520  35.000  29.577
31.530  35.000  30.332
31.540  35.000  30.251
31.550  35.000  30.710
31.560  35.000  31.043
31.570  35.000  31.784
31.580  35.000  31.771
31.590  35.000  31.207
31.600  35.000  32.061
31.610  35.000  32.617
31.620  35.000  32.225
31.630  35.000  32.339
31.640  35.000  32.300
31.650  35.000  32.377
31.660  35.000  32.573
31.670  35.000  33.077
31.680  35.000  33.015
31.690  35.000  33.471
31.700  35.000  33.600
31.710  35.000  33.234
31.720  35.000  33.920
31.730  35.000  33.748
31.740  35.000  34.186
31.750  35.000  34.454
31.760  35.000  34.879
31.770  35.000  34.695
31.780  35.000  35.246
31.790  35.000  34.999
31.800  35.000  35.099
31.810  35.000  35.584
31.820  35.000  34.620
31.830  35.000  36.064
31.840  35.000  35.880
31.850  35.000  35.393
31.860  35.000  35.528
31.870  35.000  35.394
31.880  35.000  34.844
31.890  35.000  35.764
31.900  35.000  35.308
31.910  35.000  35.184
31.920  35.000  35.504
31.930  35.000  35.403
31.940  35.000  35.580
31.950  35.000  35.543
31.960  35.000  35.117
31.970  35.000  35.784
31.980  35.000  35.915
31.990  35.000  35.271
32.000  35.000  35.116
32.010  35.000  35.545
32.020  35.000  35.765
32.030  35.000  34.887
32.040  35.000  35.289
32.050  35.000  35.282
32.060  35.000  35.238
32.070  35.000  35.779
32.080  35.000  35.066
32.090  35.000  34.985
32.100  35.000  34.545
32.110  35.000  34.949
32.120  35.000  35.576
32.130  35.000  35.520
32.140  35.000  35.462
32.150  35.000  34.448
32.160  35.000  35.076
32.170  35.000  35.411
32.180  35.000  35.614
32.190  35.000  34.760
32.200  35.000  35.128
32.210  35.000  34.978
32.220  35.000  35.302
32.230  35.000  35.326
32.240  35.000  34.608
32.250  35.000  34.802
32.260  35.000  34.696
32.270  35.000  35.632
32.280  35.000  35.565
32.290  35.000  34.514
32.300  35.000  34.676
32.310  35.000  34.620
32.320  35.000  36.029
32.330  35.000  34.825
32.340  35.000  34.758
32.350  35.000  34.214
32.360  35.000  35.481
32.370  35.000  35.486
32.380  35.000  34.897
32.390  35.000  34.389
32.400  10.000  34.851
32.410  10.000  34.470
32.420  10.000  32.393
32.430  10.000  26.527
32.440  10.000  22.685
32.450  10.000  21.530
32.460  10.000  20.860
32.470  10.000  20.121
32.480  10.000  20.000
32.490  10.000  19.464
32.500  10.000  19.017
32.510  10.000  18.581
32.520  10.000  18.058
32.530  10.000  17.914
32.540  10.000  17.797
32.550  10.000  17.497
32.560  10.000  17.216
32.570  10.000  16.993
32.580  10.000  16.611
32.590  10.000  16.500
32.600  10.000  16.157
32.610  10.000  15.870
32.620  10.000  15.578
32.630  10.000  15.442
32.640  10.000  15.300
32.650  10.000  14.988
32.660  10.000  14.729
32.670  10.000  14.544
32.680  10.000  14.187
32.690  10.000  14.135
32.700  10.000  13.977
32.710  10.000  13.730
32.720  10.000  13.535
32.730  10.000  13.468
32.740  10.000  13.218
32.750  10.000  12.957
32.760  10.000  12.803
32.770  10.000  12.547
32.780  10.000  12.418
32.790  10.000  12.251
32.800  10.000  12.008
32.810  10.000  11.871
32.820  10.000  11.806
32.830  10.000  11.445
32.840  10.000  11.388
32.850  10.000  11.124
32.860  10.000  10.948
32.870  10.000  10.894
32.880  10.000  10.687
32.890  10.000  10.524
32.900  10.000  10.334
32.910  10.000  10.028
32.920  10.000  9.914
32.930  10.000  9.872
32.940  10.000  9.553
32.950  10.000  9.458
32.960  10.000  9.273
32.970  10.000  9.270
32.980  10.000  9.078
32.990  10.000  9.224
33.000  10.000  9.196
33.010  10.000  9.000
33.020  10.000  9.155
33.030  10.000  9.136
33.040  10.000  9.232
33.050  10.000  9.096
33.060  10.000  9.092
33.070  10.000  9.039
33.080  10.000  8.840
33.090  10.000  8.906
33.100  10.000  8.938
33.110  10.000  9.269
33.120  10.000  9.647
33.130  10.000  9.690
33.140  10.000  9.881
33.150  10.000  9.847
33.160  10.000  9.753
33.170  10.000  9.636
33.180  10.000  9.741
33.190  10.000  9.541
33.200  10.000  9.466
33.210  10.000  9.475
33.220  10.000  9.368
33.230  10.000  9.456
33.240  10.000  9.515
33.250  10.000  9.949
33.260  10.000  10.089
33.270  10.000  9.716
33.280  10.000  9.669
33.290  10.000  9.790
33.300  10.000  9.690
33.310  10.000  9.811
33.320  10.000  9.786
33.330  10.000  10.078
33.340  10.000  9.735
33.350  10.000  9.779
33.360  10.000  9.757
33.370  10.000  9.742
33.380  10.000  9.847
33.390  10.000  9.737
33.400  10.000  9.813
33.410  10.000  9.779
33.420  10.000  9.699
33.430  10.000  9.684
33.440  10.000  9.891
33.450  10.000  9.904
33.460  10.000  9.539
33.470  10.000  9.872
33.480  10.000  10.070
33.490  10.000  9.780
33.500  10.000  9.812
33.510  10.000  9.943
33.520  10.000  10.250
33.530  10.000  9.995
33.540  10.000  9.590
33.550  10.000  9.734
33.560  10.000  10.115
33.570  10.000  10.182
33.580  10.000  10.062
33.590  10.000  9.737
33.600  10.000  9.987
33.610  10.000  10.484
33.620  10.000  10.199
33.630  10.000  9.821
33.640  10.000  9.745
33.650  10.000  10.299
33.660  10.000  10.259
33.670  10.000  10.264
33.680  10.000  9.906
33.690  10.000  9.745
33.700  10.000  9.833
33.710  10.000  10.446
33.720  10.000  10.471
33.730  10.000  9.955
33.740  10.000  9.538
33.750  10.000  9.856
33.760  10.000  10.392
33.770  10.000  10.363
33.780  10.000  9.970
33.790  10.000  9.658
33.800  10.000  9.699
33.810  10.000  10.084
33.820  10.000  10.340
33.830  10.000  9.927
33.840  10.000  9.699
33.850  10.000  9.840
33.860  10.000  9.924
33.870  10.000  10.227
33.880  10.000  10.182
33.890  10.000  9.914
33.900  10.000  9.625
33.910  10.000  10.025
33.920  10.000  10.354
33.930  10.000  10.048
33.940  10.000  9.616
33.950  10.000  9.722
33.960  10.000  9.883
33.970  10.000  10.178
33.980  10.000  10.245
33.990  10.000  9.721
34.000  10.000  9.595
34.010  10.000  10.223
34.020  10.000  10.372
34.030  10.000  10.076
34.040  10.000  9.590
34.050  10.000  9.868
34.060  10.000  10.341
34.070  10.000  10.435
34.080  10.000  9.873
34.090  10.000  9.834
34.100  10.000  10.086
34.110  10.000  10.371
34.120  10.000  10.175
34.130  10.000  9.980
34.140  10.000  9.750
34.150  10.000  10.114
34.160  10.000  9.989
34.170  10.000  10.009
34.180  10.000  9.958
34.190  10.000  9.867
34.200  10.000  10.007
34.210  10.000  9.854
34.220  10.000  10.247
34.230  10.000  9.983
34.240  10.000  9.976
34.250  10.000  9.749
34.260  10.000  9.967
34.270  10.000  10.187
34.280  10.000  9.941
34.290  10.000  9.712
34.300  10.000  9.999
34.310  10.000  10.076
34.320  10.000  9.910
34.330  10.000  10.011
34.340  10.000  9.839
34.350  10.000  9.728
34.360  10.000  9.928
34.370  10.000  10.408
34.380  10.000  10.435
34.390  10.000  9.747
34.400  10.000  9.502
34.410  10.000  9.853
34.420  10.000  10.670
34.430  10.000  10.459
34.440  10.000  9.752
34.450  10.000  9.428
34.460  10.000  9.898
34.470  10.000  10.494
34.480  10.000  10.683
34.490  10.000  9.848
34.500  10.000  9.306
34.510  10.000  9.826
34.520  10.000  10.279
34.530  10.000  10.521
34.540  10.000  9.913
34.550  10.000  9.553
34.560  10.000  9.613
34.570  10.000  10.561
34.580  10.000  10.617
34.590  10.000  10.008
34.600  10.000  9.433
34.610  10.000  9.579
34.620  10.000  10.244
34.630  10.000  10.451
34.640  10.000  10.058
34.650  10.000  9.623
34.660  10.000  9.674
34.670  10.000  9.989
34.680  10.000  10.765
34.690  10.000  10.190
34.700  10.000  9.512
34.710  10.000  9.259
34.720  10.000  10.088
34.730  10.000  10.721
34.740  10.000  10.274
34.750  10.000  9.499
34.760  10.000  9.467
34.770  10.000  9.969
